corpid,brands,appdate,subnum
b'1',b'AMAZON GO',2017-05-15,b'5'
b'1',b'aws greengrass',2017-05-12,b'5'
b'1',b'amazon polly',2017-05-12,b'5'
b'1',b'REKOGNITION',2017-05-12,b'5'
b'1',b'AMAZON POLLY',2017-05-12,b'5'
b'1',b'AWS SNOWMOBILE',2017-05-12,b'5'
b'1',b'AWS GREENGRASS',2017-05-12,b'5'
b'1',b'AMAZON REKOGNITION',2017-05-10,b'5'
b'1',b'ARABELLA & Design',2017-05-10,b'5'
b'1',b'EVERY LINE IS A DEFECT',2017-05-10,b'5'
b'1',b'REDEFINING FAST',2017-05-10,b'5'
b'1',b'AMAZON LIGHTSAIL',2017-05-10,b'5'
b'1',b'rekognition',2017-05-09,b'5'
b'1',b'amazon rekognition',2017-05-09,b'5'
b'1',b'amazon go',2017-05-09,b'5'
b'1',b'sing my song',2017-05-08,b'5'
b'1',b'SING MY SONG',2017-05-08,b'5'
b'1',b'\xd8\xa3\xd9\x85\xd8\xa7\xd8\xb2\xd9\x88\xd9\x86',2017-05-07,b'5'
b'1',b'PRIME SURPRISE',2017-05-03,b'5'
b'1',b'TRUEMESH',2017-04-27,b'5'
b'1',b'wickedlyprime wickedly prime',2017-04-26,b'5'
b'1',b'WICKEDLYPRIME',2017-04-26,b'5'
b'1',b'wickedlyprime',2017-04-26,b'5'
b'1',b'WICKEDLY PRIME',2017-04-25,b'5'
b'1',b'WICKEDLY Y PRIME',2017-04-25,b'5'
b'1',b'i love dick',2017-04-21,b'5'
b'1',b'I LOVE DICK',2017-04-21,b'5'
b'1',b'aws codestar',2017-04-20,b'5'
b'1',b'marvelous mrs.maisel',2017-04-19,b'5'
b'1',b'THE MARVELOUS MRS. MAISEL',2017-04-19,b'5'
b'1',b'LOVE YOUR LINEUP',2017-04-19,b'5'
b'1',b'AWS CODESTAR',2017-04-19,b'5'
b'1',b'find',2017-04-11,b'5'
b'1',b'\xd8\xa3\xd9\x85\xd8\xa7\xd8\xb2\xd9\x88\xd9\x86 \xd8\xaf\xd8\xa7\xd8\xb4',2017-04-11,b'5'
b'1',b'\xd8\xb1\xd8\xb3\xd9\x85',2017-04-10,b'5'
b'1',b'FIND. Stylized',2017-04-10,b'5'
b'1',b'family vault',2017-04-05,b'5'
b'1',b'FAMILY VAULT',2017-04-04,b'5'
b'1',b'amazon connect',2017-03-28,b'5'
b'1',b'alexa prize',2017-03-23,b'5'
b'1',b'prime reading',2017-03-22,b'5'
b'1',b'ALEXA PRIZE',2017-03-22,b'5'
b'1',b'PRIME READING',2017-03-21,b'5'
b'1',b'transparency',2017-03-08,b'5'
b'1',b'...',2017-02-27,b'5'
b'1',b'\xd8\xb1\xd8\xb3\xd9\x85 \xd8\xa3\xd9\x84\xd9\x8a\xd9\x83\xd8\xb3\xd8\xa7',2017-02-26,b'5'
b'1',b'KINDLE READING FUND',2017-02-16,b'5'
b'1',b'BETTER WITH PRIME',2017-02-02,b'5'
b'1',b'better with prime',2017-01-31,b'5'
b'1',b'WE BELIEVE IN REAL FOOD',2017-01-31,b'5'
b'1',b'\xd8\xa3\xd9\x84\xd9\x8a\xd9\x83\xd8\xb3\xd8\xa7',2017-01-29,b'5'
b'1',b'G T GOODTHREADS',2017-01-27,b'5'
b'1',b'G T',2017-01-27,b'5'
b'1',b'AMAZON PRIME VIDEO',2017-01-19,b'5'
b'1',b'\xd9\x81\xd8\xa7\xd9\x8a\xd8\xb1',2017-01-09,b'5'
b'1',b'MOZART IN THE JUNGLE',2017-01-09,b'5'
b'1',b'\xd8\xaf\xd8\xa7\xd8\xb4',2017-01-05,b'5'
b'1',b'Smile Logo',2017-01-04,b'5'
b'1',b'dash',2017-01-03,b'5'
b'1',b'IMMUNE REFRESHER',2016-12-21,b'5'
b'1',"b'HOP, SKIM AND JUMP'",2016-12-20,b'5'
b'1',b'prime surprise',2016-12-16,b'5'
b'1',b'amazon prime video',2016-12-14,b'5'
b'1',b'Prime Surprise',2016-12-14,b'5'
b'1',b'ALWAYS DELICIOUS. ALWAYS UNIQUE. ANYTIME YOU WANT',2016-12-14,b'5'
b'1',b'START WITH A SMILE',2016-12-12,b'5'
b'1',b'DEALS ARE EVERYWHERE',2016-12-09,b'5'
b'1',b'Transparency',2016-12-08,b'5'
b'1',"b'No Lines. No Checkout. No, Seriously.'",2016-12-06,b'5'
b'1',b'GOOD FOOD FAST',2016-12-05,b'5'
b'1',"b'NO LINES, NO CHECKOUT. NO, SERIOUSLY.'",2016-12-05,b'5'
b'1',b'LITTLE BIG AWESOME',2016-11-24,b'5'
b'1',b'SIGMUND AND THE SEA MONSTERS',2016-11-22,b'5'
b'1',b'amazon elements',2016-11-18,b'5'
b'1',b'a',2016-11-18,b'5'
b'1',b'LEMON LABEL PAPER SUPPLY',2016-11-10,b'5'
b'1',b'FIND. BY AMAZON FASHION',2016-11-09,b'5'
b'1',b'TINTE & FEDER',2016-10-28,b'5'
b'1',b'KINDLE FREETIME Logo',2016-10-28,b'5'
b'1',b'PRIME GT',2016-10-21,b'5'
b'1',b'WOODPECKER',2016-10-21,b'5'
b'1',b'THROWDOWN THURSDAY',2016-10-20,b'5'
b'1',b'INTERNET OF USEFUL THINGS',2016-10-13,b'5'
b'1',b'AMAZONFRESH',2016-10-10,b'5'
b'1',b'TREASURE TRUCK WHATS ON THE TRUCK TODAY?',2016-10-04,b'5'
b'1',b'TREASURE TRUCK WHATS ON THE TRUCK TODAY',2016-10-03,b'5'
b'1',b'TREASURE TRUCK WHAT?S ON THE TRUCK TODAY',2016-10-03,b'5'
b'1',b'TREASURE TRUCK WHAT\xc3\x82\xc2\xb4S ON THE TRUCK TODAY',2016-10-03,b'5'
b'1',b'WHOLE FOODS MARKET FIT & Design',2016-09-29,b'5'
b'1',b'Smile with Tongue Design black',2016-09-22,b'5'
b'1',b'Smile with Tongue Design color',2016-09-22,b'5'
b'1',b'wickedly prime',2016-09-09,b'5'
b'1',b'AMAZON TAP',2016-09-02,b'5'
b'1',b'amazon tap',2016-09-01,b'5'
b'1',b'AMAZON ECHO DOT',2016-09-01,b'5'
b'1',b'amazon echo dot',2016-08-30,b'5'
b'1',b'STYLE CODE LIVE',2016-08-25,b'5'
b'1',b'ECHO DOT',2016-08-24,b'5'
b'1',b'echo dot',2016-08-24,b'5'
b'1',b'amazon prime',2016-08-15,b'5'
b'1',b'primenow prime now',2016-08-15,b'5'
b'1',b'SCOUT + RO',2016-08-10,b'5'
b'1',b'AMAZON STORYWRITER',2016-08-08,b'5'
b'1',b'WISHENPOOF',2016-07-29,b'5'
b'1',b'EAT REAL FOOD',2016-07-27,b'5'
b'1',b'THE STINKY & DIRTY SHOW',2016-07-27,b'5'
b'1',b'CREATIVE GALAXY',2016-07-26,b'5'
b'1',b'TUMBLE LEAF',2016-07-26,b'5'
b'1',b'AMAZONFRESH SINGLE COW BURGER',2016-07-15,b'5'
b'1',b'SINGLE COW BURGER',2016-07-15,b'5'
b'1',b'GORTIMER GIBBONS LIFE ON NORMAL STREET',2016-07-15,b'5'
b'1',b'HAPPY BELLY',2016-07-14,b'5'
b'1',b'HAPPY BELLY Stylized Word & Design Horizontal - White',2016-07-13,b'5'
b'1',b'Z: THE BEGINNING OF EVERYTHING',2016-06-27,b'5'
b'1',b'HIGHSTON',2016-06-27,b'5'
b'1',b'MAMA BEAR Stylized Word & Design StckdBearStckdWords',2016-06-13,b'5'
b'1',b'mama bear',2016-06-13,b'5'
b'1',b'BLUE SHADE',2016-06-06,b'5'
b'1',b'AWS GOLDBASE',2016-06-02,b'5'
b'1',b'WICKEDLY PRIME & Design',2016-05-17,b'5'
b'1',b'MAMA BEAR Stylized Word & Design LtlStckdBearSide',2016-05-16,b'5'
b'1',b'MAMA BEAR Stylized Word & Design SideBearOver',2016-05-16,b'5'
b'1',b'MAMA BEAR Stylized Word & Design StckdBearSide',2016-05-16,b'5'
b'1',b'HAPPY BELLY Stylized Word & Design Black',2016-05-16,b'5'
b'1',b'WiCKEDLY Prime',2016-05-16,b'5'
b'1',b'AMAZON VIDEO DIRECT',2016-05-10,b'5'
b'1',b'KINDLE SCOUT',2016-05-09,b'5'
b'1',b'GEPPETTO',2016-05-05,b'5'
b'1',b'GRIDMATE',2016-05-05,b'5'
b'1',b'KINDLE OASIS',2016-04-15,b'5'
b'1',b'OASIS',2016-04-15,b'5'
b'1',b'oasis',2016-04-13,b'5'
b'1',b'kindle oasis',2016-04-13,b'5'
b'1',b'DANGER & EGGS',2016-04-07,b'5'
b'1',b'IF YOU GIVE A MOUSE A COOKIE',2016-04-07,b'5'
b'1',b'NIKO AND THE SWORD OF LIGHT',2016-04-07,b'5'
b'1',b'WHOLE BODY & Leafy Stem Logo',2016-04-07,b'5'
b'1',b'SNOWBALL',2016-04-06,b'5'
b'1',b'FIN & PEARL',2016-04-01,b'5'
b'1',b'VOICEVIEW',2016-03-09,b'5'
b'1',b'ON DECK',2016-03-09,b'5'
b'1',b'WORD RUNNER',2016-03-09,b'5'
b'1',b'AMAZON ENGLISH',2016-02-26,b'5'
b'1',b'amazonEnglish',2016-02-26,b'5'
b'1',b'AMAZON ENGLISH & Design',2016-02-26,b'5'
b'1',b'LUMBERYARD',2016-02-12,b'5'
b'1',b'SNEAKY PETE',2016-02-03,b'5'
b'1',b'FRIENDS OF 365',2016-02-01,b'5'
b'1',b'AMAZON UNDERGROUND',2016-01-17,b'5'
b'1',b'lovefilm',2016-01-12,b'5'
b'1',b'CHI-RAQ',2016-01-07,b'5'
b'1',b'DAS GEHEIMNISVOLLE KOCHBUCH',2015-12-30,b'5'
b'1',b'SKIP THE TRIP',2015-12-29,b'5'
b'1',b'X-RAY',2015-12-29,b'5'
b'1',b'ALEXA FUND',2015-12-26,b'5'
b'1',b'\xd8\xae\xd8\xb5\xd9\x88\xd9\x85\xd8\xa7\xd8\xaa \xd8\xa7\xd9\x84\xd8\xac\xd9\x85\xd8\xb9\xd9\x87 \xd8\xa7\xd9\x84\xd8\xa8\xd9\x8a\xd8\xb6\xd8\xa7\xd8\xa1',2015-12-15,b'5'
b'1',b'365 EVERYDAY VALUES',2015-12-11,b'5'
b'1',b'365 BY WHOLE FOODS MARKET',2015-12-11,b'5'
b'1',b'STARKEY SPRING WATER & Design',2015-11-19,b'5'
b'1',b'VOX',2015-11-17,b'5'
b'1',b'annapurnalabs',2015-11-13,b'5'
b'1',b'ANNAPURNALABS',2015-11-10,b'5'
b'1',b'AMAZON KINESIS',2015-10-26,b'5'
b'1',b'BLOOM STREET',2015-10-22,b'5'
b'1',b'EVERSTAR',2015-10-19,b'5'
b'1',b'THE NUMBERLYS',2015-10-17,b'5'
b'1',b'YOYOTOKI HAPPYEARS!',2015-10-16,b'5'
b'1',b'EDDIE OF THE REALMS ETERNAL',2015-10-16,b'5'
b'1',b'\xd8\xb3\xd9\x88\xd9\x82',2015-10-13,b'5'
b'1',b'EERO',2015-09-30,b'5'
b'1',b'AWS RE:INVENT',2015-09-09,b'5'
b'1',b'AWS re:Invent Stylized',2015-09-09,b'5'
b'1',b'DASH REPLENISHMENT',2015-09-09,b'5'
b'1',b'AWS re:Invent',2015-09-09,b'5'
b'1',b'DASH REPLENISHMENT logo',2015-09-02,b'5'
b'1',b'THIRTY FIVE KENT',2015-08-28,b'5'
b'1',b'Leafy O Logo',2015-08-20,b'5'
b'1',b'SOCIETY NEW YORK',2015-08-17,b'5'
b'1',b'FRANKLIN & FREEMAN',2015-08-17,b'5'
b'1',b'CONCRETE NEW YORK',2015-08-14,b'5'
b'1',b'FRANKLIN TAILORED',2015-08-14,b'5'
b'1',b'KANSAS CITY LOVE',2015-08-10,b'5'
b'1',b'TEXAS TRUE',2015-08-10,b'5'
b'1',b'MEMPHIS MADNESS',2015-08-10,b'5'
b'1',b'GLAMAZON',2015-07-19,b'5'
b'1',b'LARK & RO',2015-07-09,b'5'
b'1',b'PRIME FAMILY',2015-07-03,b'5'
b'1',b'GUIDED VIEW',2015-06-26,b'5'
b'1',b'PRIME INSTANT VIDEO',2015-06-10,b'5'
b'1',b'PRIMENOW',2015-06-10,b'5'
b'1',b'AMAZON AURORA',2015-05-05,b'5'
b'1',b'amazon KIRANANOW',2015-05-05,b'5'
b'1',b'AMAZON KIRANANOW',2015-05-05,b'5'
b'1',b'KIRANANOW',2015-05-05,b'5'
b'1',b'amazon aurora',2015-04-29,b'5'
b'1',b'WRITE ON BY KINDLE',2015-04-23,b'5'
b'1',b'AMAZON BASICS',2015-04-14,b'5'
b'1',b'LARK&RO',2015-04-13,b'5'
b'1',b'amazon echo',2015-03-31,b'5'
b'1',b'the man in the high castle',2015-03-28,b'5'
b'1',b'mad dogs',2015-03-28,b'5'
b'1',b'the stinky & dirty show',2015-03-28,b'5'
b'1',b'just add magic',2015-03-28,b'5'
b'1',b'JUST ADD MAGIC',2015-03-27,b'5'
b'1',b'THE MAN IN THE HIGH CASTLE',2015-03-27,b'5'
b'1',b'MAD DOGS',2015-03-27,b'5'
b'1',b'1-CLIC',2015-03-27,b'5'
b'1',b'THE KICKS',2015-03-20,b'5'
b'1',b'LILY THE UNICORN',2015-03-20,b'5'
b'1',b'AWS CLOUDTRAIL',2015-03-10,b'5'
b'1',b'SCOUT+RO',2015-03-09,b'5'
b'1',b'LOST WITHIN',2015-03-06,b'5'
b'1',b'NORTH ELEVEN',2015-03-03,b'5'
b'1',b'JAMES ERIN',2015-03-03,b'5'
b'1',b'PINZON',2015-02-11,b'5'
b'1',b'AMAZON LOCAL REGISTER',2015-02-04,b'5'
b'1',b'KINDLE UNLIMITED',2015-01-27,b'5'
b'1',b'AMAZON GAME STUDIOS',2015-01-27,b'5'
b'1',b'amazon game studios',2015-01-27,b'5'
b'1',b'AMAZON GAME STUDIOS & Design',2015-01-23,b'5'
b'1',b'HAND OF GOD',2015-01-20,b'5'
b'1',b'RED OAKS',2015-01-20,b'5'
b'1',b'HEALTH STARTS HERE & Design Round Logo',2015-01-12,b'5'
b'1',b'SCHEMA-LIFT',2015-01-05,b'5'
b'1',b'WHOLE FOODS MARKET RESPONSIBLY FARMED',2014-12-19,b'5'
b'1',b'WHOLE FOODS MARKET RESPONSIBLY GROWN',2014-12-19,b'5'
b'1',b'WHOLE FOODS MARKET RESPONSIBLY RAISED',2014-12-19,b'5'
b'1',b'WHOLE FOODS MARKET RESPONSIBLY GROWN & Design',2014-12-19,b'5'
b'1',b'WHOLE FOODS MARKET RESPONSIBLY RAISED & Design',2014-12-19,b'5'
b'1',b'amazon zocalo',2014-11-21,b'5'
b'1',b'AMAZON ZOCALO',2014-11-21,b'5'
b'1',b'WHOLE FOODS MARKET BREWING COMPANY',2014-11-20,b'5'
b'1',b'A and Smile Design',2014-11-07,b'5'
b'1',b'Smile Design',2014-11-07,b'5'
b'1',b'AMAZON & Mobile Shopping Cart Design',2014-10-27,b'5'
b'1',b'AMAZON FASHION',2014-10-22,b'5'
b'1',b'TIL MORNINGS LIGHT',2014-10-15,b'5'
b'1',b'THE UNMAKING',2014-10-15,b'5'
b'1',b'CREEPSTORM',2014-10-15,b'5'
b'1',b'TALES FROM DEEP SPACE',2014-10-15,b'5'
b'1',b'TIL MORNING\xc3\x82\xc2\xb4S LIGHT',2014-10-15,b'5'
b'1',b'TIL MORNING?S LIGHT',2014-10-15,b'5'
b'1',b'AMAZON APPSTREAM',2014-10-15,b'5'
b'1',b'ALPHA HOUSE',2014-10-06,b'5'
b'1',b'firefly',2014-09-30,b'5'
b'1',b'AMAZON FIREFLY',2014-09-30,b'5'
b'1',b'TRANSPARENT',2014-09-30,b'5'
b'1',b'WISHENPOOF!',2014-09-30,b'5'
b'1',b'MADE FOR AMAZON DEVICES & Design',2014-09-29,b'5'
b'1',b'GORTIMER GIBBON\xc3\x82\xc2\xb4S LIFE ON NORMAL STREET',2014-09-29,b'5'
b'1',b'MADE FOR AMAZON',2014-09-29,b'5'
b'1',b'MADE FOR AMAZON FIRE & Design',2014-09-29,b'5'
b'1',b'MONTLAKE ROMANCE & Design',2014-09-26,b'5'
b'1',b'MADE FOR amazon',2014-09-26,b'5'
b'1',b'Firefly Design Black & White',2014-09-25,b'5'
b'1',b'GORTIMER GIBBON\xe2\x80\x99S LIFE ON NORMAL STREET',2014-09-25,b'5'
b'1',b'THE AFTER',2014-09-25,b'5'
b'1',b'ASAP',2014-09-22,b'5'
b'1',b'AMAZON ASAP',2014-09-22,b'5'
b'1',b'kindle voyage',2014-09-18,b'5'
b'1',b'FREETIME VERBALE IL MARCHIO CONSISTE NELLA PAROLA FREETIME',2014-09-05,b'5'
b'1',b'INSTANT PRETTY',2014-08-13,b'5'
b'1',b'amazon firefly',2014-07-07,b'5'
b'1',b'Game Circle Design Black & White',2014-06-25,b'5'
b'1',b'Game Circle Design Colour',2014-06-25,b'5'
b'1',b'TO-FU FURY',2014-06-18,b'5'
b'1',b'MONKEY BUDDY',2014-06-18,b'5'
b'1',b'CLAY DOODLE',2014-06-18,b'5'
b'1',b'PLANET PUZZLES',2014-06-18,b'5'
b'1',b'PRIME MUSIC',2014-06-13,b'5'
b'1',b'AMAZON MUSIC',2014-06-13,b'5'
b'1',b'PRIMEMUSIC',2014-06-12,b'5'
b'1',b'AMAZONMUSIC',2014-06-12,b'5'
b'1',b'AMAZON MUSIC & Design',2014-06-11,b'5'
b'1',b'A & Smile and Equalizer Design',2014-06-11,b'5'
b'1',b'SEQUOIA',2014-06-06,b'5'
b'1',b'PRIME AIR',2014-05-20,b'5'
b'1',b'amazon kinesis',2014-05-06,b'5'
b'1',b'amazon cognito',2014-05-05,b'5'
b'1',b'AMAZON COGNITO',2014-05-03,b'5'
b'1',b'KINDLE FIRST',2014-04-30,b'5'
b'1',b'BLUE HARBOUR',2014-04-24,b'5'
b'1',b'APPSTREAM',2014-04-23,b'5'
b'1',b'AMAZONFRESH & Smile Design',2014-04-22,b'5'
b'1',b'appstream',2014-04-21,b'5'
b'1',b'TENMARKS',2014-04-09,b'5'
b'1',b'THOMAS & MERCER & Design',2014-04-04,b'5'
b'1',b'amazon fire',2014-04-03,b'5'
b'1',b'SEV ZERO',2014-04-03,b'5'
b'1',b'amazondash',2014-04-01,b'5'
b'1',b'AUTORIP',2014-03-27,b'5'
b'1',b'KALE FOR BREAKFAST PRODUCTIONS',2014-03-20,b'5'
b'1',b'MOJITO',2014-03-18,b'5'
b'1',b'LAKE UNION',2014-02-27,b'5'
b'1',b'KINDLE MATCHBOOK',2014-02-26,b'5'
b'1',b'RV ME',2014-02-11,b'5'
b'1',b'FIRETUBE',2014-01-07,b'5'
b'1',b'\xd8\xa3\xd9\x8a\xd9\x87',2013-12-31,b'5'
b'1',b'\xd8\xa7\xd9\x85\xd8\xa7\xd8\xb2\xd9\x88\xd9\x86',2013-12-31,b'5'
b'1',b'\xd8\xa7\xd9\x85\xd8\xa7\xd9\x88\xd8\xb2\xd9\x86',2013-12-31,b'5'
b'1',b'mayday',2013-12-27,b'5'
b'1',b'\xd7\x90\xd7\x9e\xd7\x96\xd7\x95\xd7\x9f',2013-12-17,b'5'
b'1',b'AMAZON STORYTELLER',2013-12-03,b'5'
b'1',b'AMAZON.COM.AU',2013-11-11,b'5'
b'1',b'STARKEY',2013-10-31,b'5'
b'1',b'amazon redshift',2013-10-16,b'5'
b'1',b'LISTOPIA',2013-10-11,b'5'
b'1',b'AMAZON COIN',2013-10-08,b'5'
b'1',b'AMAZON COIN Design',2013-10-03,b'5'
b'1',b'GOODREADS',2013-10-02,b'5'
b'1',b'LAKE UNION PUBLISHING',2013-09-30,b'5'
b'1',b'47NORTH',2013-09-30,b'5'
b'1',b'THOMAS & MERCER',2013-09-30,b'5'
b'1',b'BETAS',2013-09-30,b'5'
b'1',b'KINDLE WORLDS',2013-09-30,b'5'
b'1',b'AMAZON COINS',2013-09-30,b'5'
b'1',b'MONTLAKE ROMANCE',2013-09-30,b'5'
b'1',b'Echo',2013-09-30,b'5'
b'1',b'AMAZON STUDIOS',2013-09-27,b'5'
b'1',b'ECHO Design',2013-09-26,b'5'
b'1',b'AWESOME EATS',2013-09-23,b'5'
b'1',b'ANNEBOTS',2013-09-06,b'5'
b'1',b'AMAZON VINE',2013-08-28,b'5'
b'1',b'AMAZON INSTANT VIDEO',2013-08-20,b'5'
b'1',b'CITY LIMITS',2013-08-16,b'5'
b'1',b'BRIGHT LIGHTS',2013-08-16,b'5'
b'1',b'JAVARI',2013-08-05,b'5'
b'1',b'LUCKYS ESCAPE',2013-08-01,b'5'
b'1',b'AMAZON Mobile Shopping Cart and Design',2013-06-28,b'5'
b'1',b'AMAZON Instant Video Design',2013-06-28,b'5'
b'1',b'KINDLE SINGLES',2013-06-25,b'5'
b'1',b'AMAZON & Smile Design',2013-06-21,b'5'
b'1',b'AUTORIP and Design',2013-06-17,b'5'
b'1',b'AIR PATRIOTS',2013-06-12,b'5'
b'1',b'AMAZON REDSHIFT',2013-05-21,b'5'
b'1',b'Conscious Spiral Logo',2013-05-13,b'5'
b'1',b'FIRELIGHT',2013-04-30,b'5'
b'1',b'FIREWORX',2013-04-30,b'5'
b'1',b'Skyscape Design',2013-03-25,b'5'
b'1',b'Two Lions Design',2013-03-25,b'5'
b'1',b'DYNAMODB',2013-03-06,b'5'
b'1',b'dynamodb',2013-03-01,b'5'
b'1',b'AMAZON LAB126',2013-02-26,b'5'
b'1',b'DAY ONE BOOKS',2012-12-20,b'5'
b'1',b'GRAND HARBOR',2012-11-12,b'5'
b'1',b'AWSMARKETPLACE',2012-10-04,b'5'
b'1',b'MADE FOR KINDLE & Design',2012-09-27,b'5'
b'1',b'VIKTOR THE PREDIKTOR',2012-09-26,b'5'
b'1',b'SHARE THE BUZZ',2012-09-24,b'5'
b'1',b'amazon glacier',2012-09-14,b'5'
b'1',b'kindle freetime',2012-09-07,b'5'
b'1',b'kindle powerfast',2012-09-07,b'5'
b'1',b'paperwhite',2012-09-07,b'5'
b'1',b'PAPER WHITE',2012-09-07,b'5'
b'1',b'DARK RYE & Design Horizontal',2012-08-29,b'5'
b'1',"b'DARK RYE & Design Stacked, Centered'",2012-08-29,b'5'
b'1',b'DARK RYE',2012-08-29,b'5'
b'1',b'ELASTICACHE',2012-08-06,b'5'
b'1',b'AMAZON MECHANICAL TURK',2012-05-31,b'5'
b'1',b'DAWN',2012-05-29,b'5'
b'1',b'THINKBOX SOFTWARE',2012-05-16,b'5'
b'1',b'THINKBOX SOFTWARE & Design',2012-05-16,b'5'
b'1',b'SUBSCRIBE & SAVE',2012-04-27,b'5'
b'1',b'AMAZON FLOW',2012-04-23,b'5'
b'1',b'amazon flow',2012-04-19,b'5'
b'1',b'IMPROVING LIVES WITH EVERY PURCHASE',2012-04-10,b'5'
b'1',b'TRAXTR',2012-04-05,b'5'
b'1',b'KIVA MOBILE-ROBOTIC FULFILLMENT SYSTEM',2012-04-04,b'5'
b'1',b'FULFILLMENT 2.0',2012-04-04,b'5'
b'1',b'AMAZONSUPPLY',2012-03-28,b'5'
b'1',b'BONES OF THE BOOK',2012-03-27,b'5'
b'1',b'KINDLE X-RAY',2012-03-27,b'5'
b'1',b'FIREVIEW',2012-03-27,b'5'
b'1',b'A MADE FOR KINDLE',2012-03-27,b'5'
b'1',b'\xd8\xb5\xd9\x81\xd9\x82\xd8\xa9 \xd8\xa7\xd9\x84\xd9\x8a\xd9\x88\xd9\x85',2012-03-26,b'5'
b'1',b'RAW AND UNPROCESSED',2012-03-21,b'5'
b'1',b'47NORTH Design',2012-03-09,b'5'
b'1',b'FOG DRIVE',2012-02-27,b'5'
b'1',b'amazon route 53',2012-02-13,b'5'
b'1',b'365 EVERYDAY VALUE & Design',2012-02-10,b'5'
b'1',b'VERVE',2012-02-02,b'5'
